participant,intro_question1_1,LAge_1,LSex_1,LMotherLanguage_1,LStudyWork_1,LPreference_1,LPreferenceSpecific_1,LPreferenceSpecific_2,LPreferenceSpecific_3,LPreferenceSpecific_4,LPreferenceSpecific_5,LPreferenceSpecific_6,LPreferenceSpecific_other_6,LHearingDisabilitiesKnown_1,LHearingDisabilitiesKind_1,LHearingDisabilitiesConstraint_1,StartEmoExperiment_1,afterExp1AllSoundsPlayed_1,afterExp2InstructionsClear_1,afterExp3RatingEvaluation_1,afterExp3RatingEvaluation_2,afterExp3RatingEvaluation_3,afterExp3RatingEvaluation_4,afterExp3RatingEvaluation_5,afterExp3RatingEvaluation_6,afterExp3RatingEvaluation_7,afterExp3RatingEvaluation_8,afterExp4Strategy_1,StartModularPROMS_1,saq01_1,saq01_2,saq01_3,saq01_4,saq01_5,saq01_6,saq01_7,saq01_8,saq01_9,saq01_10,saq02_1,saq02_2,saq02_3,saq02_4,saq02_5,saq02_6,saq02_7,saq02_8,saq02_9,saq02_10,saq03_1,saq03_2,saq03_3,saq03_4,saq03_5,saq03_6,saq03_7,saq03_8,saq03_9,saq03_10,saq04_1,saq04_2,saq04_3,saq04_4,saq04_5,saq04_6,saq04_7,saq04_8,saq04_9,saq04_10,saq05_1,saq05_2,saq05_3,saq05_4,saq05_5,saq05_6,saq05_7,saq05_8,saq05_9,saq05_10,BFI01_1,BFI01_2,BFI01_3,BFI01_4,BFI01_5,BFI01_6,BFI01_7,BFI01_8,BFI01_9,BFI01_10,BFI02_1,BFI02_2,BFI02_3,BFI02_4,BFI02_5,BFI02_6,BFI02_7,BFI02_8,BFI02_9,BFI02_10,BFI03_1,BFI03_2,BFI03_3,BFI03_4,BFI03_5,BFI03_6,BFI03_7,BFI03_8,BFI03_9,BFI03_10,gold_MSI01_1,gold_MSI01_2,gold_MSI01_3,gold_MSI01_4,gold_MSI01_5,gold_MSI01_6,gold_MSI01_7,gold_MSI01_8,gold_MSI01_9,gold_MSI01_10,gold_MSI02_1,gold_MSI02_2,gold_MSI02_3,gold_MSI02_4,gold_MSI02_5,gold_MSI02_6,gold_MSI02_7,gold_MSI02_8,gold_MSI02_9,gold_MSI02_10,gold_MSI03_1,gold_MSI03_2,gold_MSI03_3,gold_MSI03_4,gold_MSI03_5,gold_MSI03_6,gold_MSI03_7,gold_MSI03_8,gold_MSI03_9,gold_MSI03_10,gold_MSI03_11,Question32_1,Question33_1,Question34_1,Question35_1,Question36_1,Question37_1,Question38_1,Question39_1,Question40_1,LMusicQualification_1,LMusicDegree_1,LMusicDegree2_1,LPerfectPitch_1,SES1_1,SES2_1,SES3_1,SES12_1,SES13_1,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,LPartCode_1,LPartCode_2,LPartCode_3,LPartCode_4,LPartCode_5,LPartCode_6,Anmerkungen_1,TIME_start,TIME_end,TIME_total
s.716fe9c1-1394-4abd-8d2e-e24fc2b2b585.txt,0106023,19,2,1,Primarpädagogik,2,0,0,1,0,0,0,"",1,"","",emo_parameters.2024-01-25-1737.data.716fe9c1-1394-4abd-8d2e-e24fc2b2b585.txt,1,"Fast keine, manchmal hat überhaupt nichts gepasst, und manchmal leider zu voreilig geantwortet, aber nur 2-4 mal",5,2,2,4,1,4,5,1,"Nein, so gut wie möglich alles beantwortet, dort wo ich nichts zuordnen konnte irgendetwas genommen. ",ModularPROMS.2024-01-25-1804.data.716fe9c1-1394-4abd-8d2e-e24fc2b2b585.txt,1,2,2,2,1,1,4,2,3,3,1,1,3,2,1,1,1,2,2,3,3,3,2,2,2,3,1,3,1,3,1,3,3,1,4,1,2,1,3,2,2,3,2,1,3,3,1,2,2,1,1,5,3,4,5,4,2,4,1,2,5,3,5,4,4,5,2,4,4,4,2,5,4,3,4,2,2,4,1,4,7,7,4,4,6,7,6,6,1,6,2,6,2,1,6,7,5,6,6,7,3,5,3,7,2,5,2,6,5,5,7,14,2,5,5,12,2,6,Trompete,5,2,2,"",2,6,1,3,Deutschland,Deutschland,4,1,5,4,1,2,1,1,1,1,3,1,4,1,4,1,3,4,1,1,O,E,P,8,3,I,"konnte leider nicht bei den Musikinstrumenten alles hören durch technische probleme, und bei einr melodie, ich glaube im bereich 8-12 habe ich stimmt statt falsch angekreuzt, ausversehen. ",2024-01-25-17-12,2024-01-25-18-35,83
s.fb62e876-4c26-4fb0-9492-7dfe23d5db40.txt,0106023,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-01-25-18-35,"",""
s.a55b008a-9dc6-4711-8ec8-50bdf32b7d38.txt,0106023,24,4,1,M.Sc. Chemie,2,0,1,1,0,0,0,"",1,"","",emo_parameters.2024-01-28-2207.data.a55b008a-9dc6-4711-8ec8-50bdf32b7d38.txt,1,Instruktionen vollkommen klar,4,3,2,5,1,4,5,1,"zittrige Stimme als Angst, manchmal quengelnd/drängend oder unwissend;~~sehnsüchtige/bedauernde aber ruhige Stimme als Trauer;~~energetisch, beständig, höher als Freude;~~beständig, langsam/ruhig, tiefer, entspannung als Genuss;~~~~manchmal schwierige Unterscheidung zwischen Trauer und Angst ",ModularPROMS.2024-01-28-2242.data.a55b008a-9dc6-4711-8ec8-50bdf32b7d38.txt,2,2,1,3,1,4,4,1,2,4,2,1,3,3,3,3,1,4,2,4,2,4,1,1,4,3,3,1,1,2,1,2,1,3,3,3,4,1,4,1,2,3,2,2,3,3,1,1,4,1,5,5,2,3,5,1,1,2,2,2,5,5,5,4,5,5,1,4,2,3,4,5,4,4,5,3,1,1,3,1,7,5,1,5,6,7,7,7,1,5,2,7,1,1,7,7,7,7,7,6,2,6,2,7,6,7,1,7,4,6,7,0,6,3,4,9,4,2,Saxophon,6,1,2,"",2,6,7,4,Deutschland,Deutschland,3,1,4,4,1,3,1,1,1,3,2,1,4,1,4,1,4,5,1,1,y,f,L,2,9,a,"",2024-01-28-21-42,2024-01-28-23-13,91
s.030a2517-5a06-41d6-b32d-3153a216e545.txt,0106023,50,1,1,Ingenieur,2,0,1,1,0,0,1,Kammermusik-Trio,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2023-10-09-13-28,"",""
s.1ac49bf6-6e73-4ec8-bd9d-73dca6c585d3.txt,0106023,35,2,1,Referent,1,1,0,0,0,0,0,"",1,"","",emo_parameters.2023-11-13-1041.data.1ac49bf6-6e73-4ec8-bd9d-73dca6c585d3.txt,1,"war verständlich, aber in Einzelfällen wenig Zeit um eine Entscheidung zu treffen",4,2,1,5,1,5,5,1,"Wenn keine Freude oder Angst wahrgenommen wurde, habe ich Trauer angeklickt",ModularPROMS.2023-11-13-1108.data.1ac49bf6-6e73-4ec8-bd9d-73dca6c585d3.txt,1,2,1,3,2,1,4,2,4,3,1,2,3,3,1,1,3,3,2,2,3,3,3,2,1,2,2,3,3,3,2,3,4,1,3,3,1,3,3,2,4,2,1,1,3,3,2,3,3,3,5,2,1,5,5,3,3,2,5,1,3,5,5,5,4,2,1,5,4,1,2,5,5,4,4,5,2,1,1,1,7,4,1,5,7,7,7,3,2,6,1,6,2,1,2,2,3,6,5,3,7,7,1,4,1,6,6,2,5,2,6,0,1,3,1,0,1,1,Chor ,5,2,2,"",2,6,10,4,Deutschland,Deutschland,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,T,T,K,7,2,A,"",2023-11-13-10-13,2023-11-13-11-24,71
s.3d00b00e-0150-41d4-a72d-b16a5c4e274d.txt,0106023,20,1,1,Förder- und Inklusionspädagogik,2,0,1,0,0,0,0,"",1,"","",emo_parameters.2023-10-31-1154.data.3d00b00e-0150-41d4-a72d-b16a5c4e274d.txt,1,"Man hätte schreiben können, dass die Buchstaben mit den Emotionen noch angezeigt werden, ich habe versucht mir das direkt zu merken",4,3,3,4,2,3,4,2,Wie die zweite Silbe betont wird,ModularPROMS.2023-10-31-1220.data.3d00b00e-0150-41d4-a72d-b16a5c4e274d.txt,3,1,1,3,1,2,4,2,3,2,2,1,4,2,1,2,2,3,1,3,3,3,2,1,3,4,2,2,3,3,1,2,3,3,4,1,2,1,2,1,4,4,2,2,3,4,2,2,3,3,2,5,1,2,5,5,4,2,2,5,4,4,5,3,3,4,1,5,4,1,2,5,4,3,5,2,4,1,4,2,7,5,1,7,7,7,6,3,2,6,2,7,1,1,4,3,4,7,7,7,3,6,2,6,2,5,2,2,6,4,7,12,3,5,1,12,4,1,Klarinette,5,2,2,"",2,6,1,5,Deutschland,Deutschland,2,3,3,2,1,1,1,3,1,3,3,1,2,3,3,1,2,4,3,1,E,R,E,1,2,E,"",2023-10-31-11-35,2023-10-31-12-35,60
s.39eb3db9-7e72-4052-aa81-11fdad5fe97f.txt,0106023,34,2,1,Geoinformatiker,2,0,1,0,0,0,0,"",1,"","",emo_parameters.2023-11-23-2141.data.39eb3db9-7e72-4052-aa81-11fdad5fe97f.txt,1,"Es war zunächst nicht klar, dass die Buchstaben auch während des Experimentes angezeigt werden. Ich dachte, ich muss mir diese einprägen und merken, ein Hinweis dazu wäre schön gewesen. Sonst alles verständlich.",4,2,1,4,1,2,5,1,"Nach ähnlichen Klangmustern (hoch/tief, kurz/lang, monoton/schwankend, ...) suchen und versuchen, diese in den Aufnahmen wiederzuerkennen und entsprechend gleich einzuordnen.",ModularPROMS.2023-11-23-2210.data.39eb3db9-7e72-4052-aa81-11fdad5fe97f.txt,2,1,1,2,3,2,2,1,4,3,2,1,1,3,1,1,1,3,2,4,4,2,2,2,3,2,2,3,2,3,1,2,4,4,4,2,1,2,4,3,4,3,1,2,3,1,1,2,2,2,2,5,1,4,5,4,5,5,4,1,3,4,5,2,4,1,1,5,2,1,1,5,5,2,5,4,4,1,1,3,6,5,1,6,7,7,7,7,1,6,1,7,1,1,7,7,4,7,6,6,6,7,1,7,1,7,1,7,3,1,7,0,2,7,3,10,4,7,Schlagzeug/Schlagwerk,12,2,2,"",2,6,9,4,Deutschland,Deutschland,3,2,4,4,3,3,1,2,2,4,4,2,4,1,2,2,4,4,1,2,A,B,J,2,7,I,"Nach erstem Experiment Rückmeldung möglich, nach zweitem nicht. Beim Tonhöhen-Experiment habe ich die Einteilung der Skale nicht ganz nachvollziehen können. Was ist der Unterschied zwischen ""vielleicht gleich"" und ""vielleicht unterschiedlich"", das meint doch das gleiche? Warum gibt es diese beiden Möglichkeiten überhaupt, wenn man doch ""ich weiß nicht"" ankhaken soll, wenn man sich nicht sicher ist? Das hat mir oft eine eindeutigere Zuordnung erschwert.~~Prinzipiell war es schwerer, die Unterschiede zwischen Tonhöhen und Rhythmen zu erkennen, da die Pause zwischen 2. und 3. Ton größer war als zwischen 1. und 2. Ton. Gleich lange Pausen hätten einen besseren ""Flow"" gebracht und so die Auswahl erleichtert. Ist ja aber vielleicht auch so gewollt.~~Code am Ende nochmal nach der Eingabe als Bestätigung zusammenhängend wie im Beispiel anzeigen, falls man es sich an diesem Punkt noch nicht aufgeschrieben hat.",2023-11-23-21-17,2023-11-23-22-33,76
s.bd430ff1-64c5-47c2-acb1-5d448a004d39.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2023-10-20-15-54,"",""
s.95910387-6f7c-48a6-bc10-2814a1e16eca.txt,0106023,31,2,1,Geschäftsführer im Sportmanagement,1,1,0,0,0,0,0,"",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2023-10-25-16-13,"",""
s.fbf61028-a479-4325-ab31-28159cdcabd5.txt,0106023,48,2,1,Physiker,2,0,1,1,0,0,0,"",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2023-11-24-07-29,"",""
